;input_documents;question;output_text;nutrient;url
95;page_content='they can be counterbalanced by the overall diet. Remember that having a varied and balanced diet is the best way to get all the micronutrients you need!What happens if I have too little iron?When our diets are low in iron, our bodies rely on our iron stores to keep the normal levels of this mineral in our blood and muscles. If our iron stores get too low or run out, our bodies can’t produce enough red blood cells to supply our bodies with oxygen, which leads to a health condition' metadata={'source': 'https://www.eufic.org/en/vitamins-and-minerals/article/iron-foods-functions-how-much-do-you-need-and-more', 'title': 'Iron: foods, functions, how much do you need & more | Eufic', 'description': 'Iron: foods, functions, how much do you need & more', 'language': 'en'};What are the effect of Calcium deficit in health?; Calcium deficit can affect our health at any age, particularly during pregnancy and childhood, as it can impair cognitive development. Vegetarians and vegans should pay attention to their iron intake.;Iron;https://www.eufic.org/en/vitamins-and-minerals/article/iron-foods-functions-how-much-do-you-need-and-more
96;page_content='People should get most of their nutrients from food and beverages, according to the federal government’s Dietary Guidelines for Americans. Foods contain vitamins, minerals, dietary fiber, and other components that benefit health. In some cases, fortified foods and dietary supplements are useful when it is not possible to meet needs for one or more nutrients (for example, during specific life stages such as pregnancy). For more information about building a healthy dietary pattern, see the' metadata={'source': 'https://ods.od.nih.gov/factsheets/Iron-Consumer/', 'title': '\r\n\tIron - Consumer\r\n', 'description': 'Iron helps make hemoglobin in red blood cells. Learn how much you need, good sources, deficiency symptoms, and health effects here.', 'language': 'en'};What are the benefits of Calcium in health?; The benefits of Calcium in health include prevention of iron deficiency anemia and resulting problems. However, taking calcium and iron supplements at different times of the day might prevent interference with iron absorption.;Iron;https://ods.od.nih.gov/factsheets/Iron-Consumer/
97;page_content='The proton pump inhibitors lansoprazole (Prevacid) and omeprazole (Prilosec) decrease stomach acid, so they might reduce the amount of nonheme iron that the body absorbs from food.\nCalcium might interfere with iron absorption. Taking calcium and iron supplements at different times of the day might prevent this problem.' metadata={'source': 'https://ods.od.nih.gov/factsheets/Iron-Consumer/', 'title': '\r\n\tIron - Consumer\r\n', 'description': 'Iron helps make hemoglobin in red blood cells. Learn how much you need, good sources, deficiency symptoms, and health effects here.', 'language': 'en'};What are the benefits of Calcium in health?; The benefits of Calcium in health include prevention of iron deficiency anemia and resulting problems. However, taking calcium and iron supplements at different times of the day might prevent interference with iron absorption.;Iron;https://ods.od.nih.gov/factsheets/Iron-Consumer/
98;"page_content='Iron deficiency is not uncommon in the United States, especially among young children, women under 50, and pregnant women. It can also occur in people who do not eat meat, poultry, or seafood; lose blood; have GI diseases that interfere with nutrient absorption; or eat poor diets.\nWhat are some effects of iron on health?\nScientists are studying iron to understand how it affects health. Iron’s most important contribution to health is preventing iron deficiency anemia and resulting problems.' metadata={'source': 'https://ods.od.nih.gov/factsheets/Iron-Consumer/', 'title': '\r\n\tIron - Consumer\r\n', 'description': 'Iron helps make hemoglobin in red blood cells. Learn how much you need, good sources, deficiency symptoms, and health effects here.', 'language': 'en'}";What are the benefits of Calcium in health?; The benefits of Calcium in health include prevention of iron deficiency anemia and resulting problems. However, taking calcium and iron supplements at different times of the day might prevent interference with iron absorption.;Iron;https://ods.od.nih.gov/factsheets/Iron-Consumer/
99;page_content='Tell your doctor, pharmacist, and other health care providers about any dietary supplements and prescription or over-the-counter medicines you take. They can tell you if the dietary supplements might interact with your medicines or if the medicines might interfere with how your body absorbs, uses, or breaks down nutrients.\nIron and healthful eating' metadata={'source': 'https://ods.od.nih.gov/factsheets/Iron-Consumer/', 'title': '\r\n\tIron - Consumer\r\n', 'description': 'Iron helps make hemoglobin in red blood cells. Learn how much you need, good sources, deficiency symptoms, and health effects here.', 'language': 'en'};What are the benefits of Calcium in health?; The benefits of Calcium in health include prevention of iron deficiency anemia and resulting problems. However, taking calcium and iron supplements at different times of the day might prevent interference with iron absorption.;Iron;https://ods.od.nih.gov/factsheets/Iron-Consumer/
100;page_content='The proton pump inhibitors lansoprazole (Prevacid) and omeprazole (Prilosec) decrease stomach acid, so they might reduce the amount of nonheme iron that the body absorbs from food.\nCalcium might interfere with iron absorption. Taking calcium and iron supplements at different times of the day might prevent this problem.' metadata={'source': 'https://ods.od.nih.gov/factsheets/Iron-Consumer/', 'title': '\r\n\tIron - Consumer\r\n', 'description': 'Iron helps make hemoglobin in red blood cells. Learn how much you need, good sources, deficiency symptoms, and health effects here.', 'language': 'en'};What are the drawbacks of Calcium in health?; Calcium can interfere with iron absorption.;Iron;https://ods.od.nih.gov/factsheets/Iron-Consumer/
101;page_content='Yes, iron can be harmful if you get too much. In healthy people, taking high doses of iron supplements (especially on an empty stomach) can cause an upset stomach, constipation, nausea, abdominal pain, vomiting, and diarrhea. Large amounts of iron might also cause more serious effects, including inflammation of the stomach lining and ulcers. High doses of iron can also decrease zinc absorption. Extremely high doses of iron (in the hundreds or thousands of mg) can cause organ failure, coma,' metadata={'source': 'https://ods.od.nih.gov/factsheets/Iron-Consumer/', 'title': '\r\n\tIron - Consumer\r\n', 'description': 'Iron helps make hemoglobin in red blood cells. Learn how much you need, good sources, deficiency symptoms, and health effects here.', 'language': 'en'};What are the drawbacks of Calcium in health?; Calcium can interfere with iron absorption.;Iron;https://ods.od.nih.gov/factsheets/Iron-Consumer/
102;"page_content='Iron deficiency is not uncommon in the United States, especially among young children, women under 50, and pregnant women. It can also occur in people who do not eat meat, poultry, or seafood; lose blood; have GI diseases that interfere with nutrient absorption; or eat poor diets.\nWhat are some effects of iron on health?\nScientists are studying iron to understand how it affects health. Iron’s most important contribution to health is preventing iron deficiency anemia and resulting problems.' metadata={'source': 'https://ods.od.nih.gov/factsheets/Iron-Consumer/', 'title': '\r\n\tIron - Consumer\r\n', 'description': 'Iron helps make hemoglobin in red blood cells. Learn how much you need, good sources, deficiency symptoms, and health effects here.', 'language': 'en'}";What are the drawbacks of Calcium in health?; Calcium can interfere with iron absorption.;Iron;https://ods.od.nih.gov/factsheets/Iron-Consumer/
103;page_content='Tell your doctor, pharmacist, and other health care providers about any dietary supplements and prescription or over-the-counter medicines you take. They can tell you if the dietary supplements might interact with your medicines or if the medicines might interfere with how your body absorbs, uses, or breaks down nutrients.\nIron and healthful eating' metadata={'source': 'https://ods.od.nih.gov/factsheets/Iron-Consumer/', 'title': '\r\n\tIron - Consumer\r\n', 'description': 'Iron helps make hemoglobin in red blood cells. Learn how much you need, good sources, deficiency symptoms, and health effects here.', 'language': 'en'};What are the drawbacks of Calcium in health?; Calcium can interfere with iron absorption.;Iron;https://ods.od.nih.gov/factsheets/Iron-Consumer/
104;"page_content='Iron deficiency is not uncommon in the United States, especially among young children, women under 50, and pregnant women. It can also occur in people who do not eat meat, poultry, or seafood; lose blood; have GI diseases that interfere with nutrient absorption; or eat poor diets.\nWhat are some effects of iron on health?\nScientists are studying iron to understand how it affects health. Iron’s most important contribution to health is preventing iron deficiency anemia and resulting problems.' metadata={'source': 'https://ods.od.nih.gov/factsheets/Iron-Consumer/', 'title': '\r\n\tIron - Consumer\r\n', 'description': 'Iron helps make hemoglobin in red blood cells. Learn how much you need, good sources, deficiency symptoms, and health effects here.', 'language': 'en'}";What are the effect of Calcium deficit in health?; Calcium deficit can lead to various health issues such as weak bones, osteoporosis, muscle weakness, and heart disease.;Iron;https://ods.od.nih.gov/factsheets/Iron-Consumer/
105;page_content='The proton pump inhibitors lansoprazole (Prevacid) and omeprazole (Prilosec) decrease stomach acid, so they might reduce the amount of nonheme iron that the body absorbs from food.\nCalcium might interfere with iron absorption. Taking calcium and iron supplements at different times of the day might prevent this problem.' metadata={'source': 'https://ods.od.nih.gov/factsheets/Iron-Consumer/', 'title': '\r\n\tIron - Consumer\r\n', 'description': 'Iron helps make hemoglobin in red blood cells. Learn how much you need, good sources, deficiency symptoms, and health effects here.', 'language': 'en'};What are the effect of Calcium deficit in health?; Calcium deficit can lead to various health issues such as weak bones, osteoporosis, muscle weakness, and heart disease.;Iron;https://ods.od.nih.gov/factsheets/Iron-Consumer/
106;page_content='Yes, iron can be harmful if you get too much. In healthy people, taking high doses of iron supplements (especially on an empty stomach) can cause an upset stomach, constipation, nausea, abdominal pain, vomiting, and diarrhea. Large amounts of iron might also cause more serious effects, including inflammation of the stomach lining and ulcers. High doses of iron can also decrease zinc absorption. Extremely high doses of iron (in the hundreds or thousands of mg) can cause organ failure, coma,' metadata={'source': 'https://ods.od.nih.gov/factsheets/Iron-Consumer/', 'title': '\r\n\tIron - Consumer\r\n', 'description': 'Iron helps make hemoglobin in red blood cells. Learn how much you need, good sources, deficiency symptoms, and health effects here.', 'language': 'en'};What are the effect of Calcium deficit in health?; Calcium deficit can lead to various health issues such as weak bones, osteoporosis, muscle weakness, and heart disease.;Iron;https://ods.od.nih.gov/factsheets/Iron-Consumer/
107;page_content='Symptoms of iron deficiency anemia include GI upset, weakness, tiredness, lack of energy, and problems with concentration and memory. In addition, people with iron deficiency anemia are less able to fight off germs and infections, to work and exercise, and to control their body temperature. Infants and children with iron deficiency anemia might develop learning difficulties.' metadata={'source': 'https://ods.od.nih.gov/factsheets/Iron-Consumer/', 'title': '\r\n\tIron - Consumer\r\n', 'description': 'Iron helps make hemoglobin in red blood cells. Learn how much you need, good sources, deficiency symptoms, and health effects here.', 'language': 'en'};What are the effect of Calcium deficit in health?; Calcium deficit can lead to various health issues such as weak bones, osteoporosis, muscle weakness, and heart disease.;Iron;https://ods.od.nih.gov/factsheets/Iron-Consumer/
108;"page_content='^ Institute of Medicine (US) Panel on Micronutrients (2001). ""Iron"" (PDF). Dietary Reference Intakes for Vitamin A, Vitamin K, Arsenic, Boron, Chromium, Copper, Iodine, Iron, Manganese, Molybdenum, Nickel, Silicon, Vanadium, and Iron. National Academy Press. pp.\xa0290–393. ISBN\xa00-309-07279-4. PMID\xa025057538. Archived from the original (PDF) on 9 September 2017. Retrieved 9 March 2017.' metadata={'source': 'https://en.wikipedia.org/wiki/Iron', 'title': 'Iron - Wikipedia', 'language': 'en'}";What are the benefits of Calcium in health?; Calcium has many benefits in health. It helps build strong bones and teeth, supports muscle function, and may reduce the risk of certain diseases such as osteoporosis and heart disease. However, excessive consumption of calcium can lead to hypercalcemia, which can cause symptoms such as kidney;Iron;https://en.wikipedia.org/wiki/Iron
109;page_content='Dietary recommendations' metadata={'source': 'https://en.wikipedia.org/wiki/Iron', 'title': 'Iron - Wikipedia', 'language': 'en'};What are the benefits of Calcium in health?; Calcium has many benefits in health. It helps build strong bones and teeth, supports muscle function, and may reduce the risk of certain diseases such as osteoporosis and heart disease. However, excessive consumption of calcium can lead to hypercalcemia, which can cause symptoms such as kidney;Iron;https://en.wikipedia.org/wiki/Iron
110;"page_content='^ Pineda, O.; Ashmead, H. D. (2001). ""Effectiveness of treatment of iron-deficiency anemia in infants and young children with ferrous bis-glycinate chelate"". Nutrition. 17 (5): 381–4. doi:10.1016/S0899-9007(01)00519-6. PMID\xa011377130.\n\n^ Ashmead, H. DeWayne (1989). Conversations on Chelation and Mineral Nutrition. Keats Publishing. ISBN\xa00-87983-501-X.' metadata={'source': 'https://en.wikipedia.org/wiki/Iron', 'title': 'Iron - Wikipedia', 'language': 'en'}";What are the benefits of Calcium in health?; Calcium has many benefits in health. It helps build strong bones and teeth, supports muscle function, and may reduce the risk of certain diseases such as osteoporosis and heart disease. However, excessive consumption of calcium can lead to hypercalcemia, which can cause symptoms such as kidney;Iron;https://en.wikipedia.org/wiki/Iron
111;"page_content='tract can also prevent them from regulating iron absorption, leading to further increases in blood levels. Iron typically damages cells in the heart, liver and elsewhere, causing adverse effects that include coma, metabolic acidosis, shock, liver failure, coagulopathy, long-term organ damage, and even death.[182] Humans experience iron toxicity when the iron exceeds 20\xa0milligrams for every kilogram of body mass; 60\xa0milligrams per kilogram is considered a lethal dose.[183] Overconsumption of' metadata={'source': 'https://en.wikipedia.org/wiki/Iron', 'title': 'Iron - Wikipedia', 'language': 'en'}";What are the benefits of Calcium in health?; Calcium has many benefits in health. It helps build strong bones and teeth, supports muscle function, and may reduce the risk of certain diseases such as osteoporosis and heart disease. However, excessive consumption of calcium can lead to hypercalcemia, which can cause symptoms such as kidney;Iron;https://en.wikipedia.org/wiki/Iron
112;"page_content='tract can also prevent them from regulating iron absorption, leading to further increases in blood levels. Iron typically damages cells in the heart, liver and elsewhere, causing adverse effects that include coma, metabolic acidosis, shock, liver failure, coagulopathy, long-term organ damage, and even death.[182] Humans experience iron toxicity when the iron exceeds 20\xa0milligrams for every kilogram of body mass; 60\xa0milligrams per kilogram is considered a lethal dose.[183] Overconsumption of' metadata={'source': 'https://en.wikipedia.org/wiki/Iron', 'title': 'Iron - Wikipedia', 'language': 'en'}";What are the drawbacks of Calcium in health?; The drawbacks of calcium in health include preventing iron absorption, leading to iron toxicity, and causing problems like fast or irregular heartbeat, complications during pregnancy, and delayed growth in infants and children.;Iron;https://en.wikipedia.org/wiki/Iron
113;"page_content='^ Institute of Medicine (US) Panel on Micronutrients (2001). ""Iron"" (PDF). Dietary Reference Intakes for Vitamin A, Vitamin K, Arsenic, Boron, Chromium, Copper, Iodine, Iron, Manganese, Molybdenum, Nickel, Silicon, Vanadium, and Iron. National Academy Press. pp.\xa0290–393. ISBN\xa00-309-07279-4. PMID\xa025057538. Archived from the original (PDF) on 9 September 2017. Retrieved 9 March 2017.' metadata={'source': 'https://en.wikipedia.org/wiki/Iron', 'title': 'Iron - Wikipedia', 'language': 'en'}";What are the drawbacks of Calcium in health?; The drawbacks of calcium in health include preventing iron absorption, leading to iron toxicity, and causing problems like fast or irregular heartbeat, complications during pregnancy, and delayed growth in infants and children.;Iron;https://en.wikipedia.org/wiki/Iron
114;page_content='age), and people with poor diet are most susceptible to the disease. Most cases of iron-deficiency anemia are mild, but if not treated can cause problems like fast or irregular heartbeat, complications during pregnancy, and delayed growth in infants and children.[171]' metadata={'source': 'https://en.wikipedia.org/wiki/Iron', 'title': 'Iron - Wikipedia', 'language': 'en'};What are the drawbacks of Calcium in health?; The drawbacks of calcium in health include preventing iron absorption, leading to iron toxicity, and causing problems like fast or irregular heartbeat, complications during pregnancy, and delayed growth in infants and children.;Iron;https://en.wikipedia.org/wiki/Iron
115;"page_content='^ Pineda, O.; Ashmead, H. D. (2001). ""Effectiveness of treatment of iron-deficiency anemia in infants and young children with ferrous bis-glycinate chelate"". Nutrition. 17 (5): 381–4. doi:10.1016/S0899-9007(01)00519-6. PMID\xa011377130.\n\n^ Ashmead, H. DeWayne (1989). Conversations on Chelation and Mineral Nutrition. Keats Publishing. ISBN\xa00-87983-501-X.' metadata={'source': 'https://en.wikipedia.org/wiki/Iron', 'title': 'Iron - Wikipedia', 'language': 'en'}";What are the drawbacks of Calcium in health?; The drawbacks of calcium in health include preventing iron absorption, leading to iron toxicity, and causing problems like fast or irregular heartbeat, complications during pregnancy, and delayed growth in infants and children.;Iron;https://en.wikipedia.org/wiki/Iron
116;"page_content='^ Youdim, M. B.; Ben-Shachar, D.; Yehuda, S. (September 1989). ""Putative biological mechanisms of the effect of iron deficiency on brain biochemistry and behavior"". The American Journal of Clinical Nutrition. 50 (3 Suppl): 607–615, discussion 615–617. doi:10.1093/ajcn/50.3.607. ISSN\xa00002-9165. PMID\xa02773840.' metadata={'source': 'https://en.wikipedia.org/wiki/Iron', 'title': 'Iron - Wikipedia', 'language': 'en'}";What are the effect of Calcium deficit in health?; Calcium deficit can lead to various health issues such as coma, metabolic acidosis, shock, liver failure, coagulopathy, long-term organ damage, and even death.;Iron;https://en.wikipedia.org/wiki/Iron
117;"page_content='tract can also prevent them from regulating iron absorption, leading to further increases in blood levels. Iron typically damages cells in the heart, liver and elsewhere, causing adverse effects that include coma, metabolic acidosis, shock, liver failure, coagulopathy, long-term organ damage, and even death.[182] Humans experience iron toxicity when the iron exceeds 20\xa0milligrams for every kilogram of body mass; 60\xa0milligrams per kilogram is considered a lethal dose.[183] Overconsumption of' metadata={'source': 'https://en.wikipedia.org/wiki/Iron', 'title': 'Iron - Wikipedia', 'language': 'en'}";What are the effect of Calcium deficit in health?; Calcium deficit can lead to various health issues such as coma, metabolic acidosis, shock, liver failure, coagulopathy, long-term organ damage, and even death.;Iron;https://en.wikipedia.org/wiki/Iron
118;"page_content='^ Soto-Insuga, V; et\xa0al. (2013). ""[Role of iron in the treatment of attention deficit-hyperactivity disorder]"". An Pediatr (Barc). 79 (4): 230–235. doi:10.1016/j.anpedi.2013.02.008. PMID\xa023582950.' metadata={'source': 'https://en.wikipedia.org/wiki/Iron', 'title': 'Iron - Wikipedia', 'language': 'en'}";What are the effect of Calcium deficit in health?; Calcium deficit can lead to various health issues such as coma, metabolic acidosis, shock, liver failure, coagulopathy, long-term organ damage, and even death.;Iron;https://en.wikipedia.org/wiki/Iron
119;page_content='age), and people with poor diet are most susceptible to the disease. Most cases of iron-deficiency anemia are mild, but if not treated can cause problems like fast or irregular heartbeat, complications during pregnancy, and delayed growth in infants and children.[171]' metadata={'source': 'https://en.wikipedia.org/wiki/Iron', 'title': 'Iron - Wikipedia', 'language': 'en'};What are the effect of Calcium deficit in health?; Calcium deficit can lead to various health issues such as coma, metabolic acidosis, shock, liver failure, coagulopathy, long-term organ damage, and even death.;Iron;https://en.wikipedia.org/wiki/Iron
120;page_content='Rice crackers4.3. Gut function and dietary fibreAlthough our small intestine is unable to digest dietary fibre, fibre helps to ensure good gut function by increasing the physical bulk in the bowel, and thereby stimulating the intestinal transit. Once the indigestible carbohydrates pass into the large intestine, some types of fibre such as gums, pectins and oligosaccharides are broken down by the gut microflora. This increases the overall mass in the bowel and has a beneficial effect on the' metadata={'source': 'https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates', 'title': 'The Functions of Carbohydrates in the Body  | Eufic', 'description': 'Carbohydrates occur in different forms and in many foods, such as whole grains, fruit and vegetables. Find out what their different functions are in the body.', 'language': 'en'};What are the benefits of Calcium in health?; Calcium is not mentioned in the provided context.;carbohydrates;https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates
121;page_content='forms, ranging from sugars over starch to dietary fibre, and are present in many foods we eat. If you want to find out more about how they affect our health, read our article on ‘Are carbohydrates good or bad for you?’.' metadata={'source': 'https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates', 'title': 'The Functions of Carbohydrates in the Body  | Eufic', 'description': 'Carbohydrates occur in different forms and in many foods, such as whole grains, fruit and vegetables. Find out what their different functions are in the body.', 'language': 'en'};What are the benefits of Calcium in health?; Calcium is not mentioned in the provided context.;carbohydrates;https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates
122;page_content='in the bowel and has a beneficial effect on the make-up of our gut microflora. It also leads to formation of bacterial waste products, like the short-chain fatty acids, which are released in the colon with beneficial effects on our health (see our dietary fibre articles for more information).5. SummaryCarbohydrates are one of the three macronutrients in our diet, and as such essential for the proper functioning of the body. They come in different forms, ranging from sugars over starch to' metadata={'source': 'https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates', 'title': 'The Functions of Carbohydrates in the Body  | Eufic', 'description': 'Carbohydrates occur in different forms and in many foods, such as whole grains, fruit and vegetables. Find out what their different functions are in the body.', 'language': 'en'};What are the benefits of Calcium in health?; Calcium is not mentioned in the provided context.;carbohydrates;https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates
123;page_content='You may also like…\nSugars: Addressing Common QuestionsWhat is The Role of Sugar in the Food Industry?Glucose and The Brain: Improving Mental PerformanceWhat is Fructose and Is It Bad for You?\n\nBe the first to receive our latest material\nLeave this field blank  \n\n\n\n\nEnglishFrenchGermanSpanish Italian' metadata={'source': 'https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates', 'title': 'The Functions of Carbohydrates in the Body  | Eufic', 'description': 'Carbohydrates occur in different forms and in many foods, such as whole grains, fruit and vegetables. Find out what their different functions are in the body.', 'language': 'en'};What are the benefits of Calcium in health?; Calcium is not mentioned in the provided context.;carbohydrates;https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates
124;page_content='forms, ranging from sugars over starch to dietary fibre, and are present in many foods we eat. If you want to find out more about how they affect our health, read our article on ‘Are carbohydrates good or bad for you?’.' metadata={'source': 'https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates', 'title': 'The Functions of Carbohydrates in the Body  | Eufic', 'description': 'Carbohydrates occur in different forms and in many foods, such as whole grains, fruit and vegetables. Find out what their different functions are in the body.', 'language': 'en'};What are the drawbacks of Calcium in health?; Calcium has no direct drawbacks in health.;carbohydrates;https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates
125;page_content='a lot of discussion in the scientific community, but currently insufficient evidence to suggest that a diet based on low GI foods is associated with a reduced risk of developing metabolic diseases such as obesity and type 2 diabetes.THE GLYCAEMIC INDEX OF SOME COMMON FOODS (using glucose as standard)Foods with a very low GI (? 40)Raw apple' metadata={'source': 'https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates', 'title': 'The Functions of Carbohydrates in the Body  | Eufic', 'description': 'Carbohydrates occur in different forms and in many foods, such as whole grains, fruit and vegetables. Find out what their different functions are in the body.', 'language': 'en'};What are the drawbacks of Calcium in health?; Calcium has no direct drawbacks in health.;carbohydrates;https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates
126;"page_content='humans cannot digest them; hence, their lower average energy content compared to most other carbohydrates. Some types of fibre can, however, be metabolised by gut bacteria, giving rise to compounds beneficial for our body, such as short-chain fatty acids. Find out more about dietary fibres and their importance for our health in our article on ‘whole grains’ and ‘dietary fibre’.From here onwards, we will be referring to ‘sugars’ when talking about mono- and disaccharides, and ‘fibres’ when' metadata={'source': 'https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates', 'title': 'The Functions of Carbohydrates in the Body  | Eufic', 'description': 'Carbohydrates occur in different forms and in many foods, such as whole grains, fruit and vegetables. Find out what their different functions are in the body.', 'language': 'en'}";What are the drawbacks of Calcium in health?; Calcium has no direct drawbacks in health.;carbohydrates;https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates
127;"page_content='body’s mechanisms: these are known as resistant starches.Non-starch polysaccharides, which are part of the dietary fibre group (although a few oligosaccharides such as inulin are also considered dietary fibre). Examples are cellulose, hemicelluloses, pectins and gums. The main sources of these polysaccharides are vegetables and fruits, as well as whole grains. A hallmark feature of non-starch polysaccharides and actually all dietary fibres is that humans cannot digest them; hence, their lower' metadata={'source': 'https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates', 'title': 'The Functions of Carbohydrates in the Body  | Eufic', 'description': 'Carbohydrates occur in different forms and in many foods, such as whole grains, fruit and vegetables. Find out what their different functions are in the body.', 'language': 'en'}";What are the drawbacks of Calcium in health?; Calcium has no direct drawbacks in health.;carbohydrates;https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates
128;page_content='Who we areNewsroomEuropean projectsArchiveContactWho we areHealthy living Healthy eatingDietary guidelinesDietFoodsPersonalised nutritionHydrationBehaviour changeFood choiceEating sustainablyEating outCooking and shoppingWeight managementEnergy balanceTipsPhysical activityLifestagesInfantsChildren and adolescentsPregnancyElderly Health conditionsAllergy and intoleranceObesityDiabetesCardiovascular diseaseCancerOsteoporosisDental healthAddictive behavioursGut health and digestionFood' metadata={'source': 'https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates', 'title': 'The Functions of Carbohydrates in the Body  | Eufic', 'description': 'Carbohydrates occur in different forms and in many foods, such as whole grains, fruit and vegetables. Find out what their different functions are in the body.', 'language': 'en'};What are the effect of Calcium deficit in health?; Calcium deficit can lead to osteoporosis.;carbohydrates;https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates
129;page_content='a lot of discussion in the scientific community, but currently insufficient evidence to suggest that a diet based on low GI foods is associated with a reduced risk of developing metabolic diseases such as obesity and type 2 diabetes.THE GLYCAEMIC INDEX OF SOME COMMON FOODS (using glucose as standard)Foods with a very low GI (? 40)Raw apple' metadata={'source': 'https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates', 'title': 'The Functions of Carbohydrates in the Body  | Eufic', 'description': 'Carbohydrates occur in different forms and in many foods, such as whole grains, fruit and vegetables. Find out what their different functions are in the body.', 'language': 'en'};What are the effect of Calcium deficit in health?; Calcium deficit can lead to osteoporosis.;carbohydrates;https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates
130;page_content='forms, ranging from sugars over starch to dietary fibre, and are present in many foods we eat. If you want to find out more about how they affect our health, read our article on ‘Are carbohydrates good or bad for you?’.' metadata={'source': 'https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates', 'title': 'The Functions of Carbohydrates in the Body  | Eufic', 'description': 'Carbohydrates occur in different forms and in many foods, such as whole grains, fruit and vegetables. Find out what their different functions are in the body.', 'language': 'en'};What are the effect of Calcium deficit in health?; Calcium deficit can lead to osteoporosis.;carbohydrates;https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates
131;"page_content='we eat a carbohydrate-containing food, blood glucose level rises and then decreases, a process known known as the glycaemic response. It reflects the rate of digestion and absorption of glucose, as well as the effects of insulin in normalising the blood glucose level. A number of factors influence the rate and duration of the glycaemic response:The food itself:The type of the sugar(s) that form(s) the carbohydrate; e.g. fructose has a lower glycaemic response than glucose, and sucrose has a' metadata={'source': 'https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates', 'title': 'The Functions of Carbohydrates in the Body  | Eufic', 'description': 'Carbohydrates occur in different forms and in many foods, such as whole grains, fruit and vegetables. Find out what their different functions are in the body.', 'language': 'en'}";What are the effect of Calcium deficit in health?; Calcium deficit can lead to osteoporosis.;carbohydrates;https://www.eufic.org/en/whats-in-food/article/the-basics-carbohydrates
132;page_content='recommendations to reduce calorie intake will make increasing fiber intake particularly challenging.It is advisable to select foods high in dietary fiber, including whole-grain breads and cereals, legumes, vegetables, and fruits, whenever possible. Typically, vegetables and fruits are not the most concentrated fiber sources, but these are important foods to encourage because they contribute important micronutrients. Similarly, milk and milk products, which contain lactose, generally do not' metadata={'source': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4224210/', 'title': 'Carbohydrates - PMC', 'language': 'en'};What are the benefits of Calcium in health?; Calcium has several benefits in health. It helps to build and maintain strong bones and teeth. It also plays a role in blood clotting, muscle contractions, and nerve function. Additionally, calcium may help to lower blood pressure and reduce the risk of certain types of cancer.;carbohydrates;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4224210/
133;"page_content='Carbohydrates are the primary energy source for active people. Sedentary people, including most Americans, should decrease consumption of caloric carbohydrates to balance energy needs and attain and maintain ideal weight.References1. Institute of Medicine, Food and Nutrition Board. Dietary Reference Intakes: energy, carbohydrates, fiber, fat, fatty acids, cholesterol, protein, and amino acids. Washington: National Academies Press; 2002.2. Williams CL, Bollella M, Wynder EL.' metadata={'source': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4224210/', 'title': 'Carbohydrates - PMC', 'language': 'en'}";What are the benefits of Calcium in health?; Calcium has several benefits in health. It helps to build and maintain strong bones and teeth. It also plays a role in blood clotting, muscle contractions, and nerve function. Additionally, calcium may help to lower blood pressure and reduce the risk of certain types of cancer.;carbohydrates;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4224210/
